classification_record_id,数据快照,分类规则版本,standard原值,standard规范值,viol_type,citation汇总数,当前删除状态汇总数,官方标准说明入口,初分人员,初分主类,初分副类1,初分副类2,初分命中规则编号,初分信心,初分是否不确定,初分不确定原因,初分依据,复核人员,复核主类,复核副类1,复核副类2,复核命中规则编号,复核信心,复核是否不确定,复核不确定原因,复核依据,是否主类一致,是否全部一致,最终主类,最终副类1,最终副类2,裁定命中规则编号,裁定依据,裁定人,专业复核人,是否Other或Unmapped,未映射原因,初分文件SHA256,复核文件SHA256,初分日期,复核日期,裁定日期,状态,备注
C002953,,v6-OSHA官网验证版,19101030 F03,1910.103,O,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1030,刘诗曼,R7,,,R7,中,否,,1910.1030 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002954,,v6-OSHA官网验证版,19101030 G02   IV,1910.103,S,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1030,刘诗曼,R7,,,R7,中,否,,1910.1030 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002955,,v6-OSHA官网验证版,19101030 G02  VII,1910.103,O,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1030,刘诗曼,R7,,,R7,中,否,,1910.1030 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002956,,v6-OSHA官网验证版,19101030 G02  VII,1910.103,S,2,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1030,刘诗曼,R7,,,R7,中,否,,1910.1030 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002957,,v6-OSHA官网验证版,19101030 G02 II A,1910.103,O,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1030,刘诗曼,R7,,,R7,中,否,,1910.1030 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002958,,v6-OSHA官网验证版,19101030 G02 II A,1910.103,S,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1030,刘诗曼,R7,,,R7,中,否,,1910.1030 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002959,,v6-OSHA官网验证版,19101030 G02 II B,1910.103,S,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1030,刘诗曼,R7,,,R7,中,否,,1910.1030 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002960,,v6-OSHA官网验证版,19101030 G02 IV,1910.103,O,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1030,刘诗曼,R7,,,R7,中,否,,1910.1030 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002961,,v6-OSHA官网验证版,19101030 G02 VII,1910.103,S,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1030,刘诗曼,R7,,,R7,中,否,,1910.1030 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002962,,v6-OSHA官网验证版,19101030 G02 VII N,1910.103,O,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1030,刘诗曼,R7,,,R7,中,否,,1910.1030 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002963,,v6-OSHA官网验证版,19101030 H02,1910.103,O,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1030,刘诗曼,R7,,,R7,中,否,,1910.1030 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002964,,v6-OSHA官网验证版,19101030 H02 I,1910.103,O,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1030,刘诗曼,R7,,,R7,中,否,,1910.1030 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002965,,v6-OSHA官网验证版,19101030 H02 I B,1910.103,S,2,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1030,刘诗曼,R7,,,R7,中,否,,1910.1030 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002966,,v6-OSHA官网验证版,19101030 H02 I C,1910.103,S,2,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1030,刘诗曼,R7,,,R7,中,否,,1910.1030 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002967,,v6-OSHA官网验证版,19101030 H02 I D,1910.103,S,2,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1030,刘诗曼,R7,,,R7,中,否,,1910.1030 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002968,,v6-OSHA官网验证版,19101053 D04,1910.1053,S,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1053,刘诗曼,R7,,,R7,中,否,,1910.1053 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002969,,v6-OSHA官网验证版,19101053 F02 I,1910.1053,S,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1053,刘诗曼,R7,,,R7,中,否,,1910.1053 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002970,,v6-OSHA官网验证版,19101053 I02 III,1910.1053,S,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1053,刘诗曼,R7,,,R7,中,否,,1910.1053 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002971,,v6-OSHA官网验证版,19101096 I02,1910.1096,S,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1096,刘诗曼,R7,,,R7,中,否,,1910.1096 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002972,,v6-OSHA官网验证版,19101200 B03 II,1910.12,S,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002973,,v6-OSHA官网验证版,19101200 D01    I,1910.12,O,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002974,,v6-OSHA官网验证版,19101200 E01,1910.12,O,132,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002975,,v6-OSHA官网验证版,19101200 E01,1910.12,R,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002976,,v6-OSHA官网验证版,19101200 E01,1910.12,S,67,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002977,,v6-OSHA官网验证版,19101200 E01    I,1910.12,O,11,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002978,,v6-OSHA官网验证版,19101200 E01    I,1910.12,S,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002979,,v6-OSHA官网验证版,19101200 E01 I,1910.12,O,22,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002980,,v6-OSHA官网验证版,19101200 E01 I,1910.12,S,10,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002981,,v6-OSHA官网验证版,19101200 E01I,1910.12,O,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002982,,v6-OSHA官网验证版,19101200 E02,1910.12,O,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002983,,v6-OSHA官网验证版,19101200 E02,1910.12,S,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002984,,v6-OSHA官网验证版,19101200 E02 I,1910.12,O,3,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002985,,v6-OSHA官网验证版,19101200 E02 I,1910.12,S,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002986,,v6-OSHA官网验证版,19101200 E02 II,1910.12,O,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002987,,v6-OSHA官网验证版,19101200 E02 II,1910.12,S,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002988,,v6-OSHA官网验证版,19101200 E04,1910.12,O,2,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002989,,v6-OSHA官网验证版,19101200 F01,1910.12,S,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002990,,v6-OSHA官网验证版,19101200 F05,1910.12,O,17,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002991,,v6-OSHA官网验证版,19101200 F05,1910.12,S,2,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002992,,v6-OSHA官网验证版,19101200 F05    I,1910.12,O,8,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002993,,v6-OSHA官网验证版,19101200 F05    I,1910.12,S,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002994,,v6-OSHA官网验证版,19101200 F05   II,1910.12,O,2,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002995,,v6-OSHA官网验证版,19101200 F05   II,1910.12,S,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002996,,v6-OSHA官网验证版,19101200 F05 I,1910.12,O,2,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002997,,v6-OSHA官网验证版,19101200 F05 I,1910.12,S,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002998,,v6-OSHA官网验证版,19101200 F05 II,1910.12,R,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C002999,,v6-OSHA官网验证版,19101200 F05 II,1910.12,S,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C003000,,v6-OSHA官网验证版,19101200 F06,1910.12,O,17,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C003001,,v6-OSHA官网验证版,19101200 F06,1910.12,R,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C003002,,v6-OSHA官网验证版,19101200 F06,1910.12,S,2,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C003003,,v6-OSHA官网验证版,19101200 F06    I,1910.12,S,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C003004,,v6-OSHA官网验证版,19101200 F06   II,1910.12,S,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C003005,,v6-OSHA官网验证版,19101200 F06 I,1910.12,O,1,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C003006,,v6-OSHA官网验证版,19101200 F06 II,1910.12,O,9,0,https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200,刘诗曼,R7,,,R7,中,否,,1910.1200 有毒物质Subpart Z,冯婧,R7,NA,NA,R7,中,否,NA,1910 Subpart Z 有毒物质,是,否,R7,,,R7,双方一致,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
